id,value
id_215,79.518069474929
id_216,93.17113863653219
id_217,73.24696066295198
id_218,30.33448091149127
id_219,16.506110968598733
id_220,30.69891028806067
id_221,59.35197095795601
id_222,27.195289237719734
id_223,39.23072235166195
id_224,43.20747903093759
id_225,7.4912327918432045
id_226,2.7303661445155463
id_227,74.22255307164268
id_228,28.87560061448602
id_229,0.9875925436966524
id_230,40.306543846251785
id_231,13.701935434354715
id_232,21.757743291985697
id_233,7.808137161184424
id_234,12.429304081987409
id_235,22.256739115936263
id_236,12.377933152298398
id_237,0.2359696739867121
id_238,21.25625748059298
id_239,5.086417541337331
